http://purl.obolibrary.org/obo/TO_0000804,TO:0000804,inflorescence width
http://purl.obolibrary.org/obo/PATO_0000921,PATO:0000921,width
http://purl.obolibrary.org/obo/PATO_0001236,PATO:0001236,process quality
http://purl.obolibrary.org/obo/PATO_0000001,PATO:0000001,quality
http://purl.obolibrary.org/obo/CHEBI_37527,CHEBI:37527,acid
http://purl.obolibrary.org/obo/CHEBI_51086,CHEBI:51086,chemical role
http://purl.obolibrary.org/obo/FOODON_03420178,FOODON:03420178,seed part
http://purl.obolibrary.org/obo/PO_0025496,PO:0025496,multi-tissue plant structure
http://purl.obolibrary.org/obo/PECO_0007049,PECO:0007049,soil environment exposure
http://purl.obolibrary.org/obo/PECO_0007147,PECO:0007147,plant growth medium exposure
http://purl.obolibrary.org/obo/PATO_0001241,PATO:0001241,physical object quality
http://purl.obolibrary.org/obo/BFO_0000019,BFO:0000019,quality
http://purl.obolibrary.org/obo/CHEBI_25555,CHEBI:25555,nitrogen atom
http://purl.obolibrary.org/obo/CHEBI_33300,CHEBI:33300,pnictogen
http://purl.obolibrary.org/obo/CHEBI_29919,CHEBI:29919,hydrosulfide
http://purl.obolibrary.org/obo/CHEBI_33535,CHEBI:33535,sulfur hydride
http://purl.obolibrary.org/obo/PECO_0007051,PECO:0007051,sand content exposure
http://purl.obolibrary.org/obo/CHEBI_149427,CHEBI:149427,ammonium magnesium phosphate hexahydrate
http://purl.obolibrary.org/obo/CHEBI_35505,CHEBI:35505,hydrate
http://purl.obolibrary.org/obo/CHEBI_46723,CHEBI:46723,phosphate mineral
http://purl.obolibrary.org/obo/AGRO_00020007,AGRO:00020007,nitrogen fertilizer
http://purl.obolibrary.org/obo/AGRO_00020008,AGRO:00020008,phosphorus fertilizer
http://purl.obolibrary.org/obo/CHEBI_149425,CHEBI:149425,ammonium magnesium phosphate
http://purl.obolibrary.org/obo/CHEBI_33975,CHEBI:33975,magnesium salt
http://purl.obolibrary.org/obo/CHEBI_24838,CHEBI:24838,inorganic phosphate
http://purl.obolibrary.org/obo/CHEBI_47704,CHEBI:47704,ammonium salt
http://purl.obolibrary.org/obo/UBERON_0005291,UBERON:0005291,embryonic tissue
http://purl.obolibrary.org/obo/UBERON_0000479,UBERON:0000479,tissue
http://purl.obolibrary.org/obo/PECO_0007054,PECO:0007054,clay content exposure
http://purl.obolibrary.org/obo/PECO_0007053,PECO:0007053,silt content exposure
http://purl.obolibrary.org/obo/PECO_0007052,PECO:0007052,organic matter content exposure
http://purl.obolibrary.org/obo/CHEBI_38867,CHEBI:38867,anaesthetic
http://purl.obolibrary.org/obo/CHEBI_23888,CHEBI:23888,drug
http://purl.obolibrary.org/obo/ENVO_01001091,ENVO:01001091,formation of a liquid aerosol from gaseous material in an atmosphere
http://purl.obolibrary.org/obo/ENVO_01001087,ENVO:01001087,formation of a liquid aerosol in an atmosphere
http://purl.obolibrary.org/obo/ENVO_01001090,ENVO:01001090,formation of a solid aerosol from gaseous material in an atmosphere
http://purl.obolibrary.org/obo/ENVO_01001086,ENVO:01001086,formation of a solid aerosol in an atmosphere
http://purl.obolibrary.org/obo/ENVO_01001093,ENVO:01001093,tectonic movement
http://purl.obolibrary.org/obo/ENVO_03000010,ENVO:03000010,material transport process
http://purl.obolibrary.org/obo/ENVO_01001098,ENVO:01001098,tectonic plate boundary
http://purl.obolibrary.org/obo/ENVO_01000408,ENVO:01000408,environmental zone
http://purl.obolibrary.org/obo/ENVO_01001097,ENVO:01001097,tectonic plate
http://purl.obolibrary.org/obo/ENVO_00000191,ENVO:00000191,solid astronomical body part
http://purl.obolibrary.org/obo/TO_0000609,TO:0000609,potassium content
http://purl.obolibrary.org/obo/TO_0000465,TO:0000465,mineral and ion content trait
http://purl.obolibrary.org/obo/PATO_0000025,PATO:0000025,composition
http://purl.obolibrary.org/obo/NCBITaxon_40548,NCBITaxon:40548,Dioscoreales
http://purl.obolibrary.org/obo/NCBITaxon_1437197,NCBITaxon:1437197,Petrosaviidae
http://purl.obolibrary.org/obo/NCBITaxon_3917,NCBITaxon:3917,Vigna unguiculata
http://purl.obolibrary.org/obo/NCBITaxon_3913,NCBITaxon:3913,Vigna
http://purl.obolibrary.org/obo/NCBITaxon_163735,NCBITaxon:163735,Phaseoleae
http://purl.obolibrary.org/obo/GO_0010646,GO:0010646,regulation of cell communication
http://purl.obolibrary.org/obo/GO_0050794,GO:0050794,regulation of cellular process
http://purl.obolibrary.org/obo/GO_0065007,GO:0065007,biological regulation
http://purl.obolibrary.org/obo/GO_0008150,GO:0008150,biological_process
http://purl.obolibrary.org/obo/UBERON_0007010,UBERON:0007010,cleaving embryo
http://purl.obolibrary.org/obo/UBERON_0000922,UBERON:0000922,embryo
http://purl.obolibrary.org/obo/ENVO_01001088,ENVO:01001088,aerosolised liquids
http://purl.obolibrary.org/obo/ENVO_00010505,ENVO:00010505,aerosol
http://purl.obolibrary.org/obo/ENVO_01001085,ENVO:01001085,atmospheric aerosol formation
http://purl.obolibrary.org/obo/ENVO_01001089,ENVO:01001089,aerosolised solids
http://purl.obolibrary.org/obo/ENVO_01001084,ENVO:01001084,particulate matter formation process
http://purl.obolibrary.org/obo/ENVO_03000043,ENVO:03000043,material transformation process
http://purl.obolibrary.org/obo/ENVO_01001654,ENVO:01001654,aerosol formation process
http://purl.obolibrary.org/obo/ENVO_02500003,ENVO:02500003,atmospheric process
http://purl.obolibrary.org/obo/NCBITaxon_3906,NCBITaxon:3906,Vicia faba
http://purl.obolibrary.org/obo/NCBITaxon_3904,NCBITaxon:3904,Vicia
http://purl.obolibrary.org/obo/NCBITaxon_3908,NCBITaxon:3908,Vicia sativa
http://purl.obolibrary.org/obo/NCBITaxon_163743,NCBITaxon:163743,Fabeae
http://purl.obolibrary.org/obo/CHEBI_30099,CHEBI:30099,diazynediium
http://purl.obolibrary.org/obo/CHEBI_35106,CHEBI:35106,nitrogen hydride
http://purl.obolibrary.org/obo/CHEBI_26830,CHEBI:26830,sulfonium compound
http://purl.obolibrary.org/obo/CHEBI_26835,CHEBI:26835,sulfur molecular entity
http://purl.obolibrary.org/obo/CHEBI_33304,CHEBI:33304,chalcogen molecular entity
http://purl.obolibrary.org/obo/UBERON_0000477,UBERON:0000477,anatomical cluster
http://purl.obolibrary.org/obo/UBERON_0001062,UBERON:0001062,anatomical entity
http://purl.obolibrary.org/obo/CHEBI_26836,CHEBI:26836,sulfuric acid
http://purl.obolibrary.org/obo/CHEBI_33402,CHEBI:33402,sulfur oxoacid
http://purl.obolibrary.org/obo/UBERON_0000476,UBERON:0000476,acellular anatomical structure
http://purl.obolibrary.org/obo/UBERON_0000061,UBERON:0000061,anatomical structure
http://purl.obolibrary.org/obo/CHEBI_26833,CHEBI:26833,sulfur atom
http://purl.obolibrary.org/obo/CHEBI_33303,CHEBI:33303,chalcogen
http://purl.obolibrary.org/obo/UBERON_0000468,UBERON:0000468,multicellular organism
http://purl.obolibrary.org/obo/UBERON_0010000,UBERON:0010000,multicellular anatomical structure
http://purl.obolibrary.org/obo/CHEBI_35780,CHEBI:35780,phosphate ion
http://purl.obolibrary.org/obo/CHEBI_59740,CHEBI:59740,nucleophilic reagent
http://purl.obolibrary.org/obo/CHEBI_39144,CHEBI:39144,Lewis base
http://purl.obolibrary.org/obo/CHEBI_33893,CHEBI:33893,reagent
http://purl.obolibrary.org/obo/UBERON_0000483,UBERON:0000483,epithelium
http://purl.obolibrary.org/obo/UBERON_0000486,UBERON:0000486,multilaminar epithelium
http://purl.obolibrary.org/obo/CHEBI_77635,CHEBI:77635,calcium phosphate
http://purl.obolibrary.org/obo/CHEBI_35156,CHEBI:35156,calcium salt
http://purl.obolibrary.org/obo/UBERON_0000490,UBERON:0000490,unilaminar epithelium
http://purl.obolibrary.org/obo/CHEBI_38808,CHEBI:38808,calcium channel modulator
http://purl.obolibrary.org/obo/CHEBI_38632,CHEBI:38632,membrane transport modulator
http://purl.obolibrary.org/obo/CHEBI_26820,CHEBI:26820,sulfates
http://purl.obolibrary.org/obo/CHEBI_37826,CHEBI:37826,sulfuric acid derivative
http://purl.obolibrary.org/obo/CHEBI_139291,CHEBI:139291,chlorophyll(1-)
http://purl.obolibrary.org/obo/CHEBI_58941,CHEBI:58941,cyclic tetrapyrrole anion
http://purl.obolibrary.org/obo/PO_0025606,PO:0025606,native plant cell
http://purl.obolibrary.org/obo/PO_0009002,PO:0009002,plant cell
http://purl.obolibrary.org/obo/CHEBI_29067,CHEBI:29067,carboxylic acid anion
http://purl.obolibrary.org/obo/CHEBI_35406,CHEBI:35406,oxoanion
http://purl.obolibrary.org/obo/CHEBI_25696,CHEBI:25696,organic anion
http://purl.obolibrary.org/obo/TO_0001088,TO:0001088,berry fruit weight
http://purl.obolibrary.org/obo/TO_0001077,TO:0001077,berry fruit morphology trait
http://purl.obolibrary.org/obo/TO_0002746,TO:0002746,fruit weight
http://purl.obolibrary.org/obo/PATO_0000125,PATO:0000125,mass
http://purl.obolibrary.org/obo/TO_0001082,TO:0001082,legume fruit morphology trait
http://purl.obolibrary.org/obo/TO_0002629,TO:0002629,fruit morphology trait
http://purl.obolibrary.org/obo/OBI_0302716,OBI:0302716,pool of specimens
http://purl.obolibrary.org/obo/OBI_0000953,OBI:0000953,processed specimen
http://purl.obolibrary.org/obo/OBI_0100051,OBI:0100051,specimen
http://purl.obolibrary.org/obo/TO_0001079,TO:0001079,caryopsis fruit morphology trait
http://purl.obolibrary.org/obo/ENVO_01001022,ENVO:01001022,natural lake
http://purl.obolibrary.org/obo/ENVO_01001023,ENVO:01001023,radiation
http://purl.obolibrary.org/obo/ENVO_01001852,ENVO:01001852,energy transfer process
http://purl.obolibrary.org/obo/TO_0001071,TO:0001071,shoot axis tuber yield
http://purl.obolibrary.org/obo/TO_0000327,TO:0000327,shoot system yield trait
http://purl.obolibrary.org/obo/ENVO_01001026,ENVO:01001026,electromagnetic radiation
http://purl.obolibrary.org/obo/NCBITaxon_110835,NCBITaxon:110835,Eragrostis tef
http://purl.obolibrary.org/obo/NCBITaxon_38413,NCBITaxon:38413,Eragrostis
http://purl.obolibrary.org/obo/ENVO_01001010,ENVO:01001010,hydrometeor
http://purl.obolibrary.org/obo/ENVO_01001008,ENVO:01001008,meteor
http://purl.obolibrary.org/obo/ENVO_01001012,ENVO:01001012,lithometeor
http://purl.obolibrary.org/obo/ENVO_00000339,ENVO:00000339,piece of rock
http://purl.obolibrary.org/obo/CHEBI_35276,CHEBI:35276,ammonium compound
http://purl.obolibrary.org/obo/TO_0001098,TO:0001098,pepo fruit morphology trait
http://purl.obolibrary.org/obo/ENVO_01001000,ENVO:01001000,environmental system determined by an organism
http://purl.obolibrary.org/obo/ENVO_01001002,ENVO:01001002,animal-associated environment
http://purl.obolibrary.org/obo/ENVO_01001001,ENVO:01001001,plant-associated environment
http://purl.obolibrary.org/obo/UBERON_0000467,UBERON:0000467,anatomical system
http://purl.obolibrary.org/obo/FOODON_03420116,FOODON:03420116,part of organism
http://purl.obolibrary.org/obo/BFO_0000040,BFO:0000040,material entity
http://purl.obolibrary.org/obo/TO_0001092,TO:0001092,legume fruit weight
http://purl.obolibrary.org/obo/UBERON_0000465,UBERON:0000465,material anatomical entity
http://purl.obolibrary.org/obo/BFO_0000030,BFO:0000030,object
http://purl.obolibrary.org/obo/ENVO_01001004,ENVO:01001004,groundwater
http://purl.obolibrary.org/obo/ENVO_00005792,ENVO:00005792,underground water
http://purl.obolibrary.org/obo/AGRO_00000180,AGRO:00000180,manganese area density
http://purl.obolibrary.org/obo/PATO_0001351,PATO:0001351,area density
http://purl.obolibrary.org/obo/AGRO_00010008,AGRO:00010008,organic fertilizer amount
http://purl.obolibrary.org/obo/UO_0010050,UO:0010050,nanogram per microliter
http://purl.obolibrary.org/obo/UO_0000052,UO:0000052,mass density unit
http://purl.obolibrary.org/obo/UO_0010051,UO:0010051,large calorie
http://purl.obolibrary.org/obo/UO_1010051,UO:1010051,large calorie based unit
http://purl.obolibrary.org/obo/AGRO_00000188,AGRO:00000188,chlorine area density
http://purl.obolibrary.org/obo/UO_0010053,UO:0010053,micrograms per wheaton bottle
http://purl.obolibrary.org/obo/UO_0010054,UO:0010054,picoampere
http://purl.obolibrary.org/obo/UO_1000011,UO:1000011,ampere based unit
http://purl.obolibrary.org/obo/UO_0010055,UO:0010055,centigray
http://purl.obolibrary.org/obo/UO_1000134,UO:1000134,gray based unit
http://purl.obolibrary.org/obo/UBERON_0006612,UBERON:0006612,shell
http://purl.obolibrary.org/obo/UO_0010056,UO:0010056,gigaelectronvolt
http://purl.obolibrary.org/obo/UO_1000266,UO:1000266,electronvolt based unit
http://purl.obolibrary.org/obo/UO_0010057,UO:0010057,gigaelectronvolt per nucleon
http://purl.obolibrary.org/obo/UO_0000111,UO:0000111,energy unit
http://purl.obolibrary.org/obo/UO_0010058,UO:0010058,megaelectronvolt per nucleon
http://purl.obolibrary.org/obo/UO_0010048,UO:0010048,micromole
http://purl.obolibrary.org/obo/UO_1000013,UO:1000013,mole based unit
http://purl.obolibrary.org/obo/ENVO_01000667,ENVO:01000667,geological fracture
http://purl.obolibrary.org/obo/UO_0010049,UO:0010049,gram per square meter
http://purl.obolibrary.org/obo/UO_1010049,UO:1010049,gram per square meter based unit
http://purl.obolibrary.org/obo/CHEBI_63056,CHEBI:63056,zinc cation
http://purl.obolibrary.org/obo/CHEBI_27365,CHEBI:27365,zinc ion
http://purl.obolibrary.org/obo/CHEBI_33515,CHEBI:33515,transition element cation
http://purl.obolibrary.org/obo/ENVO_01000665,ENVO:01000665,waste role
http://purl.obolibrary.org/obo/ENVO_00003030,ENVO:00003030,silage
http://purl.obolibrary.org/obo/CHEBI_63051,CHEBI:63051,diammonium hydrogen phosphate
http://purl.obolibrary.org/obo/AGRO_00000190,AGRO:00000190,tillage tool blade length
http://purl.obolibrary.org/obo/PATO_0000122,PATO:0000122,length
http://purl.obolibrary.org/obo/AGRO_00000192,AGRO:00000192,mulch thickness
http://purl.obolibrary.org/obo/PATO_0000915,PATO:0000915,thickness
http://purl.obolibrary.org/obo/UO_0010060,UO:0010060,gray per minute
http://purl.obolibrary.org/obo/UO_1010060,UO:1010060,gray per minute based unit
http://purl.obolibrary.org/obo/UO_0010061,UO:0010061,centigray per minute
http://purl.obolibrary.org/obo/UO_0010062,UO:0010062,milligray per minute
http://purl.obolibrary.org/obo/AGRO_00000198,AGRO:00000198,center pivot irrigation machine
http://purl.obolibrary.org/obo/AGRO_00000241,AGRO:00000241,irrigation equipment
http://purl.obolibrary.org/obo/UO_0010063,UO:0010063,milligray per day
http://purl.obolibrary.org/obo/UO_0000129,UO:0000129,absorbed dose unit
http://purl.obolibrary.org/obo/AGRO_00000199,AGRO:00000199,percolation process in soil
http://purl.obolibrary.org/obo/ENVO_02500031,ENVO:02500031,hydrological process
http://purl.obolibrary.org/obo/ENVO_01000650,ENVO:01000650,stream channel
http://purl.obolibrary.org/obo/ENVO_00000395,ENVO:00000395,channel of a watercourse
http://purl.obolibrary.org/obo/AGRO_00000194,AGRO:00000194,mulch color
http://purl.obolibrary.org/obo/PATO_0000014,PATO:0000014,color
http://purl.obolibrary.org/obo/AGRO_00000196,AGRO:00000196,bund
http://purl.obolibrary.org/obo/AGRO_00000197,AGRO:00000197,liming material
http://purl.obolibrary.org/obo/UO_0010059,UO:0010059,kiloelectronvolt per micron
http://purl.obolibrary.org/obo/CHEBI_63043,CHEBI:63043,potassium nitrate
http://purl.obolibrary.org/obo/CHEBI_51084,CHEBI:51084,inorganic nitrate salt
http://purl.obolibrary.org/obo/AGRO_00020009,AGRO:00020009,potassium fertilizer
http://purl.obolibrary.org/obo/CHEBI_26218,CHEBI:26218,potassium salt
http://purl.obolibrary.org/obo/CHEBI_63046,CHEBI:63046,emulsifier
http://purl.obolibrary.org/obo/ENVO_01000652,ENVO:01000652,river channel
http://purl.obolibrary.org/obo/CHEBI_63047,CHEBI:63047,food emulsifier
http://purl.obolibrary.org/obo/CHEBI_64047,CHEBI:64047,food additive
http://purl.obolibrary.org/obo/CHEBI_63038,CHEBI:63038,ammonium nitrate
http://purl.obolibrary.org/obo/ENVO_01000646,ENVO:01000646,lithosphere
http://purl.obolibrary.org/obo/ENVO_01001275,ENVO:01001275,solid layer
http://purl.obolibrary.org/obo/ENVO_01000639,ENVO:01000639,planetary structural layer
http://purl.obolibrary.org/obo/CHEBI_38077,CHEBI:38077,polypyrrole
http://purl.obolibrary.org/obo/CHEBI_38101,CHEBI:38101,organonitrogen heterocyclic compound
http://purl.obolibrary.org/obo/ENVO_01000640,ENVO:01000640,planetary mantle
http://purl.obolibrary.org/obo/CHEBI_63036,CHEBI:63036,potassium dihydrogen phosphate
http://purl.obolibrary.org/obo/ENVO_01000648,ENVO:01000648,magma
http://purl.obolibrary.org/obo/OBI_0002076,OBI:0002076,collection of specimens
http://purl.obolibrary.org/obo/ENVO_01000649,ENVO:01000649,trench
http://purl.obolibrary.org/obo/ENVO_00000309,ENVO:00000309,depression
http://purl.obolibrary.org/obo/CHEBI_10545,CHEBI:10545,electron
http://purl.obolibrary.org/obo/CHEBI_36338,CHEBI:36338,lepton
http://purl.obolibrary.org/obo/CHEBI_79314,CHEBI:79314,flame retardant
http://purl.obolibrary.org/obo/CHEBI_33232,CHEBI:33232,application
http://purl.obolibrary.org/obo/ENVO_01000634,ENVO:01000634,volcanic eruption
http://purl.obolibrary.org/obo/ENVO_01000635,ENVO:01000635,planetary landmass
http://purl.obolibrary.org/obo/ENVO_01000324,ENVO:01000324,planetary surface
http://purl.obolibrary.org/obo/ENVO_01001782,ENVO:01001782,landmass
http://purl.obolibrary.org/obo/ENVO_01000637,ENVO:01000637,outer space
http://purl.obolibrary.org/obo/ENVO_01000638,ENVO:01000638,planetary crust
http://purl.obolibrary.org/obo/ENVO_01000281,ENVO:01000281,layer
http://purl.obolibrary.org/obo/CHEBI_29101,CHEBI:29101,sodium(1+)
http://purl.obolibrary.org/obo/CHEBI_60242,CHEBI:60242,monovalent inorganic cation
http://purl.obolibrary.org/obo/CHEBI_37246,CHEBI:37246,elemental sodium
http://purl.obolibrary.org/obo/CHEBI_33504,CHEBI:33504,alkali metal cation
http://purl.obolibrary.org/obo/CHEBI_25414,CHEBI:25414,monoatomic monocation
http://purl.obolibrary.org/obo/CHEBI_26079,CHEBI:26079,phosphoric acid derivative
http://purl.obolibrary.org/obo/CHEBI_36359,CHEBI:36359,phosphorus oxoacid derivative
http://purl.obolibrary.org/obo/CHEBI_29105,CHEBI:29105,zinc(2+)
http://purl.obolibrary.org/obo/CHEBI_60240,CHEBI:60240,divalent metal cation
http://purl.obolibrary.org/obo/CHEBI_30412,CHEBI:30412,monoatomic dication
http://purl.obolibrary.org/obo/NCBITaxon_147380,NCBITaxon:147380,Oryzeae
http://purl.obolibrary.org/obo/NCBITaxon_147367,NCBITaxon:147367,Oryzoideae
http://purl.obolibrary.org/obo/CHEBI_29103,CHEBI:29103,potassium(1+)
http://purl.obolibrary.org/obo/CHEBI_37247,CHEBI:37247,elemental potassium
http://purl.obolibrary.org/obo/CHEBI_26078,CHEBI:26078,phosphoric acid
http://purl.obolibrary.org/obo/CHEBI_59698,CHEBI:59698,phosphoric acids
http://purl.obolibrary.org/obo/CHEBI_29108,CHEBI:29108,calcium(2+)
http://purl.obolibrary.org/obo/CHEBI_39123,CHEBI:39123,calcium cation
http://purl.obolibrary.org/obo/ENVO_00003074,ENVO:00003074,manufactured product
http://purl.obolibrary.org/obo/PATO_0000700,PATO:0000700,rough
http://purl.obolibrary.org/obo/PATO_0000150,PATO:0000150,texture
http://purl.obolibrary.org/obo/ENVO_00003071,ENVO:00003071,grass silage
http://purl.obolibrary.org/obo/CHEBI_26082,CHEBI:26082,phosphorus molecular entity
http://purl.obolibrary.org/obo/CHEBI_33302,CHEBI:33302,pnictogen molecular entity
http://purl.obolibrary.org/obo/CHEBI_88276,CHEBI:88276,urea ammonium nitrate
http://purl.obolibrary.org/obo/CHEBI_60004,CHEBI:60004,mixture
http://purl.obolibrary.org/obo/CHEBI_30102,CHEBI:30102,diazynium
http://purl.obolibrary.org/obo/CHEBI_63005,CHEBI:63005,sodium nitrate
http://purl.obolibrary.org/obo/CHEBI_38702,CHEBI:38702,inorganic sodium salt
http://purl.obolibrary.org/obo/CHEBI_38070,CHEBI:38070,anti-arrhythmia drug
http://purl.obolibrary.org/obo/CHEBI_35554,CHEBI:35554,cardiovascular drug
http://purl.obolibrary.org/obo/CHEBI_66993,CHEBI:66993,tocolytic agent
http://purl.obolibrary.org/obo/CHEBI_50689,CHEBI:50689,reproductive control drug
http://purl.obolibrary.org/obo/PO_0004703,PO:0004703,carpel primordium
http://purl.obolibrary.org/obo/PO_0025477,PO:0025477,floral organ primordium
http://purl.obolibrary.org/obo/PO_0025128,PO:0025128,phyllome primordium
http://purl.obolibrary.org/obo/PO_0025623,PO:0025623,ear infructescence axis
http://purl.obolibrary.org/obo/PO_0025244,PO:0025244,first order infructescence axis
http://purl.obolibrary.org/obo/PO_0004709,PO:0004709,axillary bud
http://purl.obolibrary.org/obo/PO_0000055,PO:0000055,bud
http://purl.obolibrary.org/obo/NCBITaxon_2698737,NCBITaxon:2698737,Sar
http://purl.obolibrary.org/obo/NCBITaxon_2759,NCBITaxon:2759,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_147389,NCBITaxon:147389,Triticeae
http://purl.obolibrary.org/obo/NCBITaxon_1648038,NCBITaxon:1648038,Triticodae
http://purl.obolibrary.org/obo/CHEBI_78017,CHEBI:78017,food propellant
http://purl.obolibrary.org/obo/CHEBI_76414,CHEBI:76414,propellant
http://purl.obolibrary.org/obo/ENVO_01000680,ENVO:01000680,polluted lake
http://purl.obolibrary.org/obo/GO_0016740,GO:0016740,transferase activity
http://purl.obolibrary.org/obo/GO_0003824,GO:0003824,catalytic activity
http://purl.obolibrary.org/obo/ENVO_01000685,ENVO:01000685,water mass
http://purl.obolibrary.org/obo/ENVO_01001476,ENVO:01001476,body of liquid
http://purl.obolibrary.org/obo/ENVO_01000687,ENVO:01000687,coast
http://purl.obolibrary.org/obo/ENVO_01001784,ENVO:01001784,compound astronomical body part
http://purl.obolibrary.org/obo/ENVO_01001479,ENVO:01001479,fluid astronomical body part
http://purl.obolibrary.org/obo/NCBITaxon_147370,NCBITaxon:147370,PACMAD clade
http://purl.obolibrary.org/obo/NCBITaxon_4479,NCBITaxon:4479,Poaceae
http://purl.obolibrary.org/obo/NCBITaxon_147371,NCBITaxon:147371,Chloridoideae
http://purl.obolibrary.org/obo/UBERON_0006601,UBERON:0006601,presumptive ectoderm
http://purl.obolibrary.org/obo/UBERON_0006598,UBERON:0006598,presumptive structure
http://purl.obolibrary.org/obo/ENVO_01000676,ENVO:01000676,contaminated air
http://purl.obolibrary.org/obo/ENVO_00002005,ENVO:00002005,air
http://purl.obolibrary.org/obo/NCBITaxon_359160,NCBITaxon:359160,BOP clade
http://purl.obolibrary.org/obo/NCBITaxon_147368,NCBITaxon:147368,Pooideae
